CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL2363042	105737	DNA polymerase (alpha/delta/epsilon)	P09884, P28340, P49005, P49642, P49643, P56282, Q07864, Q14181, Q15054, Q9HCU8, Q9NRF9	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL2396508	107614	Receptor-type tyrosine-protein phosphatase S	Q13332	SINGLE PROTEIN	Homo sapiens	45	90
CHEMBL3351197	109521	Tyrosine-protein phosphatase non-receptor type 18	Q99952	SINGLE PROTEIN	Homo sapiens	4	6
CHEMBL3542437	109703	Putative cytochrome P450 2D7	A0A087X1C5	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL3580525	109810	Glycerol-3-phosphate acyltransferase 1, mitochondrial	Q61586	SINGLE PROTEIN	Mus musculus	38	38
CHEMBL2364027	106006	Pyruvate:ferredoxin oxidoreductase	Q24982	SINGLE PROTEIN	Giardia intestinalis	0	0
CHEMBL3596083	109845	Carbonic anhydrase	Q9HVB9	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	37	37
CHEMBL3562178	109774	Beta-lactamase IMP-1	Q8G9Q0	SINGLE PROTEIN	Pseudomonas aeruginosa	16	38
CHEMBL3632452	109917	Mucosa-associated lymphoid tissue lymphoma translocation protein 1	Q9UDY8	SINGLE PROTEIN	Homo sapiens	56	103
CHEMBL3638352	109957	Gag-Pol polyprotein	P24740	SINGLE PROTEIN	Human immunodeficiency virus type 1 group M subtype A (isolate U455)(HIV-1)	3	6
CHEMBL3638360	109965	Gag-Pol polyprotein	P04585	SINGLE PROTEIN	Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1)	140	154
CHEMBL3885526	117070	Beta-galactosidase/Glucosylceramidase	Q2KHZ8, Q58D55	PROTEIN FAMILY	Bos taurus	5	5
CHEMBL3885565	117109	Dual specificity mitogen-activated protein kinase kinase 1/2	P31938, Q63932	PROTEIN FAMILY	Mus musculus	1	1
CHEMBL3885623	117167	Prostaglandin E synthase/G/H synthase 2	O14684, P35354	PROTEIN FAMILY	Homo sapiens	3	6
